id,sector,firm_size,electricity_outage,has_website,internet_disruptions,female_ownership,credit_applied,credit_approved,credit_received_full,import_raw_materials_pct,export_indirect_pct,export_direct_pct,region,export_total_pct
461,Garments,Medium,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
462,Garments,Large,No,Yes,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
463,Garments,Large,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,20,30.0,0.0,Punjab,30.0
465,Garments,Large,No,Yes,No,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
468,Garments,Medium,Yes,Yes,Yes,No,Don't know (spontaneous),Very severe obstacle,Moderate obstacle,0,50.0,0.0,Punjab,50.0
469,Garments,Large,No,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
470,Garments,Large,No,Yes,No,No,Major obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
471,Garments,Small,Yes,No,Yes,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
472,Garments,Small,Yes,Yes,Yes,No,Major obstacle,Major obstacle,Minor obstacle,0,50.0,0.0,Punjab,50.0
474,Garments,Large,No,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,50,0.0,30.0,Sindh,30.0
475,Garments,Small,No,No,No,No,Very severe obstacle,No obstacle,Major obstacle,40,0.0,0.0,Sindh,0.0
476,Garments,Large,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,Don't know (spontaneous),0.0,0.0,Punjab,0.0
477,Garments,Medium,No,No,Don't know (spontaneous),No,Minor obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
478,Garments,Large,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,60,0.0,99.0,Punjab,99.0
480,Garments,Medium,No,No,No,Yes,Very severe obstacle,Very severe obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
482,Garments,Small,No,No,The establishment does not have an internet connection,No,Minor obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
483,Garments,Medium,No,No,No,No,No obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
485,Garments,Medium,No,No,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
490,Other Manufacturing,Small,No,No,The establishment does not have an internet connection,No,Minor obstacle,Very severe obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
494,Other Manufacturing,Small,No,Yes,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
500,Other Manufacturing,Small,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Moderate obstacle,No obstacle,0,0.0,70.0,Punjab,70.0
503,Other Manufacturing,Large,Yes,Yes,Yes,No,Major obstacle,Major obstacle,Major obstacle,0,0.0,65.0,Punjab,65.0
505,Other Manufacturing,Small,Yes,No,No,No,Very severe obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
507,Other Manufacturing,Large,No,Yes,Yes,No,Moderate obstacle,Minor obstacle,Moderate obstacle,50,0.0,0.0,Punjab,0.0
509,Other Manufacturing,Large,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
513,Other Manufacturing,Small,No,Yes,No,Don't know (spontaneous),Very severe obstacle,No obstacle,No obstacle,40,0.0,0.0,Sindh,0.0
515,Other Manufacturing,Medium,Yes,Yes,No,No,Major obstacle,Major obstacle,Moderate obstacle,30,40.0,0.0,Punjab,40.0
516,Other Manufacturing,Small,Yes,No,The establishment does not have an internet connection,Yes,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
517,Other Manufacturing,Small,Yes,Yes,No,No,Does not apply,Don't know (spontaneous),Does not apply,0,0.0,0.0,Balochistan,0.0
521,Other Manufacturing,Small,No,Yes,No,No,Major obstacle,Very severe obstacle,No obstacle,40,0.0,0.0,Sindh,0.0
522,Other Manufacturing,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
523,Other Manufacturing,Small,No,No,Yes,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
530,Other Manufacturing,Small,No,Yes,No,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
531,Other Manufacturing,Medium,No,No,No,No,Minor obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Sindh,0.0
543,Other Manufacturing,Small,No,No,The establishment does not have an internet connection,No,Minor obstacle,No obstacle,No obstacle,50,0.0,0.0,Balochistan,0.0
544,Other Manufacturing,Large,Yes,No,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,No obstacle,50,0.0,0.0,Punjab,0.0
547,Other Manufacturing,Small,Yes,Yes,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
554,Other Manufacturing,Small,Yes,Yes,No,No,Major obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
558,Other Manufacturing,Large,Yes,Yes,No,No,Major obstacle,Major obstacle,Moderate obstacle,20,0.0,30.0,Punjab,30.0
562,Other Manufacturing,Small,Yes,No,No,No,Major obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
565,Other Manufacturing,Small,Yes,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
566,Other Manufacturing,Small,Yes,Yes,Yes,Yes,Moderate obstacle,Major obstacle,Minor obstacle,0,0.0,50.0,Punjab,50.0
568,Other Manufacturing,Large,Yes,Yes,No,Yes,Very severe obstacle,Major obstacle,Major obstacle,80,0.0,50.0,Punjab,50.0
573,Other Services,Small,Yes,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
577,Other Services,Large,No,Yes,Yes,No,Very severe obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
581,Other Manufacturing,Small,Yes,No,No,No,Major obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
584,Other Manufacturing,Medium,Yes,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
585,Other Manufacturing,Small,No,No,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
587,Other Manufacturing,Medium,No,Yes,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,100,0.0,0.0,Sindh,0.0
589,Chemicals & Chemical Products,Small,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
592,Chemicals & Chemical Products,Medium,Yes,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
593,Chemicals & Chemical Products,Medium,No,No,No,No,Very severe obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
596,Chemicals & Chemical Products,Medium,Yes,No,No,No,Moderate obstacle,Very severe obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
597,Chemicals & Chemical Products,Medium,Yes,No,No,No,Moderate obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
598,Chemicals & Chemical Products,Large,Yes,No,No,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
599,Chemicals & Chemical Products,Large,Yes,Yes,No,No,Major obstacle,Moderate obstacle,Minor obstacle,40,0.0,0.0,Punjab,0.0
600,Chemicals & Chemical Products,Medium,Yes,Yes,No,No,Moderate obstacle,Very severe obstacle,Major obstacle,40,0.0,50.0,Punjab,50.0
601,Chemicals & Chemical Products,Large,Yes,Yes,Yes,No,Major obstacle,Minor obstacle,No obstacle,70,0.0,0.0,Punjab,0.0
602,Chemicals & Chemical Products,Large,No,Yes,No,No,Major obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
603,Chemicals & Chemical Products,Small,Yes,Yes,No,No,Moderate obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
605,Chemicals & Chemical Products,Small,Yes,Yes,Yes,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
607,Chemicals & Chemical Products,Large,Yes,No,No,No,Major obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
609,Chemicals & Chemical Products,Large,No,Yes,No,No,Very severe obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
610,Chemicals & Chemical Products,Large,Yes,Yes,No,No,Moderate obstacle,Major obstacle,Minor obstacle,40,20.0,30.0,Punjab,50.0
612,Chemicals & Chemical Products,Large,Yes,Yes,Yes,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
614,Chemicals & Chemical Products,Medium,Yes,Yes,Yes,No,Moderate obstacle,Moderate obstacle,Minor obstacle,20,0.0,0.0,Punjab,0.0
616,Chemicals & Chemical Products,Small,Yes,No,Yes,No,Moderate obstacle,Don't know (spontaneous),Moderate obstacle,20,0.0,0.0,Punjab,0.0
617,Chemicals & Chemical Products,Small,No,No,Yes,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
618,Chemicals & Chemical Products,Medium,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
619,Chemicals & Chemical Products,Small,Yes,No,No,No,Minor obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
624,Other Manufacturing,Medium,Yes,Yes,No,No,Major obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
625,Other Manufacturing,Large,Yes,Yes,No,No,Moderate obstacle,Minor obstacle,Major obstacle,50,50.0,0.0,Khyber-Pakhtunkhwa,50.0
626,Other Manufacturing,Large,Yes,Yes,No,No,Moderate obstacle,Major obstacle,Moderate obstacle,0,20.0,30.0,Khyber-Pakhtunkhwa,50.0
629,Other Manufacturing,Large,Yes,Yes,Yes,No,Moderate obstacle,Moderate obstacle,Major obstacle,50,0.0,0.0,Punjab,0.0
631,Other Manufacturing,Small,Yes,No,No,No,Minor obstacle,Don't know (spontaneous),No obstacle,0,0.0,0.0,Sindh,0.0
633,Other Manufacturing,Large,Yes,No,No,No,Very severe obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
634,Other Manufacturing,Small,Yes,No,No,No,Very severe obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
635,Other Manufacturing,Large,Yes,No,Yes,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
638,Other Manufacturing,Large,No,No,Yes,No,Major obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
641,Other Manufacturing,Medium,Yes,Yes,Yes,No,No obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
643,Chemicals & Chemical Products,Small,Yes,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
645,Chemicals & Chemical Products,Small,Yes,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
647,Chemicals & Chemical Products,Small,Yes,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
649,Chemicals & Chemical Products,Small,No,Yes,The establishment does not have an internet connection,No,Major obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
650,Chemicals & Chemical Products,Small,No,No,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
653,Chemicals & Chemical Products,Medium,Yes,No,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,50,0.0,0.0,Punjab,0.0
654,Chemicals & Chemical Products,Medium,No,No,No,No,Major obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
657,Chemicals & Chemical Products,Medium,No,Yes,No,No,Moderate obstacle,Minor obstacle,Major obstacle,0,0.0,0.0,Punjab,0.0
659,Chemicals & Chemical Products,Large,Yes,Yes,No,Yes,Major obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
660,Chemicals & Chemical Products,Small,Yes,No,No,No,No obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
663,Chemicals & Chemical Products,Small,Yes,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,50,0.0,0.0,Khyber-Pakhtunkhwa,0.0
665,Chemicals & Chemical Products,Medium,No,No,No,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
667,Chemicals & Chemical Products,Small,Yes,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,30,0.0,0.0,Punjab,0.0
668,Chemicals & Chemical Products,Medium,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
670,Chemicals & Chemical Products,Medium,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,20.0,0.0,Khyber-Pakhtunkhwa,20.0
672,Chemicals & Chemical Products,Small,Yes,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,50,0.0,0.0,Khyber-Pakhtunkhwa,0.0
673,Chemicals & Chemical Products,Medium,No,No,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
675,Chemicals & Chemical Products,Small,Yes,Yes,No,No,Moderate obstacle,Minor obstacle,No obstacle,0,40.0,0.0,Khyber-Pakhtunkhwa,40.0
677,Chemicals & Chemical Products,Medium,No,Yes,Yes,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,30,0.0,0.0,Punjab,0.0
678,Chemicals & Chemical Products,Large,Yes,Yes,No,No,Moderate obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
679,Chemicals & Chemical Products,Medium,Yes,Yes,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,30,50.0,0.0,Khyber-Pakhtunkhwa,50.0
681,Chemicals & Chemical Products,Medium,Yes,No,No,No,Minor obstacle,Minor obstacle,No obstacle,20,0.0,0.0,Khyber-Pakhtunkhwa,0.0
682,Chemicals & Chemical Products,Large,Yes,No,Yes,No,Very severe obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
683,Chemicals & Chemical Products,Medium,Yes,Yes,No,No,No obstacle,No obstacle,No obstacle,50,0.0,0.0,Khyber-Pakhtunkhwa,0.0
684,Chemicals & Chemical Products,Small,Yes,Yes,No,No,No obstacle,No obstacle,Minor obstacle,0,50.0,0.0,Khyber-Pakhtunkhwa,50.0
686,Chemicals & Chemical Products,Small,Yes,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,0,50.0,0.0,Khyber-Pakhtunkhwa,50.0
687,Chemicals & Chemical Products,Small,No,No,No,No,No obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
689,Chemicals & Chemical Products,Small,Yes,Yes,No,No,Major obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
690,Chemicals & Chemical Products,Small,No,Yes,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
692,Chemicals & Chemical Products,Medium,No,No,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
693,Chemicals & Chemical Products,Medium,No,No,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,40,0.0,0.0,Punjab,0.0
699,Chemicals & Chemical Products,Large,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,20,0.0,30.0,Punjab,30.0
700,Other Manufacturing,Medium,No,Yes,No,Yes,Very severe obstacle,Moderate obstacle,No obstacle,100,0.0,0.0,Sindh,0.0
706,Other Manufacturing,Small,Yes,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,Minor obstacle,0,100.0,0.0,Balochistan,100.0
707,Other Manufacturing,Small,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
709,Other Manufacturing,Small,No,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
710,Other Manufacturing,Small,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
712,Other Manufacturing,Large,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,20,0.0,0.0,Punjab,0.0
714,Other Manufacturing,Small,No,Yes,No,Yes,Moderate obstacle,Major obstacle,Moderate obstacle,20,0.0,0.0,Punjab,0.0
717,Other Manufacturing,Small,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
719,Other Manufacturing,Small,Yes,Yes,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
723,Other Manufacturing,Large,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,60,0.0,0.0,Punjab,0.0
730,Other Manufacturing,Small,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
733,Other Manufacturing,Small,Yes,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
735,Other Manufacturing,Medium,No,Yes,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
736,Other Manufacturing,Large,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
737,Other Manufacturing,Large,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,40,0.0,80.0,Punjab,80.0
744,Non-Metallic Mineral Products,Medium,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
746,Non-Metallic Mineral Products,Large,No,Yes,Yes,No,Moderate obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Punjab,0.0
747,Non-Metallic Mineral Products,Medium,No,Yes,The establishment does not have an internet connection,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
749,Non-Metallic Mineral Products,Medium,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,70,20.0,0.0,Punjab,20.0
750,Non-Metallic Mineral Products,Medium,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,80,10.0,20.0,Punjab,30.0
752,Non-Metallic Mineral Products,Medium,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,60,0.0,20.0,Punjab,20.0
753,Non-Metallic Mineral Products,Medium,Yes,No,No,No,No obstacle,No obstacle,No obstacle,40,0.0,0.0,Punjab,0.0
754,Non-Metallic Mineral Products,Medium,Yes,No,No,No,Minor obstacle,Moderate obstacle,Minor obstacle,70,0.0,0.0,Punjab,0.0
755,Non-Metallic Mineral Products,Small,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,60,0.0,0.0,Punjab,0.0
756,Non-Metallic Mineral Products,Large,Yes,Yes,Yes,No,Minor obstacle,Minor obstacle,Minor obstacle,30,10.0,0.0,Punjab,10.0
757,Non-Metallic Mineral Products,Medium,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,80,0.0,20.0,Punjab,20.0
759,Non-Metallic Mineral Products,Medium,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,60,0.0,0.0,Punjab,0.0
760,Non-Metallic Mineral Products,Small,Yes,No,No,No,Minor obstacle,Minor obstacle,No obstacle,40,0.0,0.0,Punjab,0.0
764,Non-Metallic Mineral Products,Large,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
766,Non-Metallic Mineral Products,Small,Yes,No,No,No,No obstacle,No obstacle,No obstacle,70,0.0,0.0,Punjab,0.0
767,Non-Metallic Mineral Products,Medium,No,Yes,Yes,No,Minor obstacle,Minor obstacle,Minor obstacle,30,30.0,0.0,Punjab,30.0
772,Non-Metallic Mineral Products,Medium,No,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
775,Non-Metallic Mineral Products,Medium,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
779,Non-Metallic Mineral Products,Small,No,No,No,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
780,Non-Metallic Mineral Products,Large,No,Yes,No,Don't know (spontaneous),Moderate obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
786,Non-Metallic Mineral Products,Medium,Yes,No,No,No,No obstacle,No obstacle,No obstacle,70,10.0,0.0,Punjab,10.0
788,Non-Metallic Mineral Products,Medium,Yes,No,No,No,No obstacle,No obstacle,No obstacle,10,10.0,0.0,Punjab,10.0
790,Non-Metallic Mineral Products,Large,No,Yes,No,No,Very severe obstacle,Very severe obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
791,Non-Metallic Mineral Products,Medium,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,30,0.0,0.0,Punjab,0.0
792,Non-Metallic Mineral Products,Medium,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,70,0.0,0.0,Punjab,0.0
796,Non-Metallic Mineral Products,Medium,Yes,Yes,No,No,Moderate obstacle,Very severe obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
799,Non-Metallic Mineral Products,Medium,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
800,Non-Metallic Mineral Products,Medium,Yes,Yes,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
801,Non-Metallic Mineral Products,Medium,Yes,Yes,The establishment does not have an internet connection,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
807,Non-Metallic Mineral Products,Medium,Yes,Yes,The establishment does not have an internet connection,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
810,Non-Metallic Mineral Products,Small,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
812,Non-Metallic Mineral Products,Medium,No,No,The establishment does not have an internet connection,No,Major obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
820,Non-Metallic Mineral Products,Large,Yes,Yes,No,No,Very severe obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
822,Non-Metallic Mineral Products,Small,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
825,Non-Metallic Mineral Products,Large,Yes,No,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,Moderate obstacle,0,60.0,0.0,Balochistan,60.0
827,Non-Metallic Mineral Products,Medium,Yes,No,The establishment does not have an internet connection,No,Major obstacle,No obstacle,No obstacle,100,0.0,0.0,Balochistan,0.0
828,Non-Metallic Mineral Products,Medium,No,Yes,No,No,Minor obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
841,Non-Metallic Mineral Products,Medium,Yes,No,No,No,Very severe obstacle,Very severe obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
844,Non-Metallic Mineral Products,Medium,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
848,Non-Metallic Mineral Products,Small,No,No,Yes,No,Moderate obstacle,Minor obstacle,Minor obstacle,50,0.0,0.0,Punjab,0.0
851,Non-Metallic Mineral Products,Small,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
857,Non-Metallic Mineral Products,Medium,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
859,Non-Metallic Mineral Products,Small,No,Yes,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
860,Non-Metallic Mineral Products,Medium,No,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
862,Non-Metallic Mineral Products,Small,No,No,The establishment does not have an internet connection,No,Very severe obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
866,Non-Metallic Mineral Products,Small,Yes,No,No,No,Minor obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
867,Non-Metallic Mineral Products,Small,No,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,Very severe obstacle,0,0.0,0.0,Sindh,0.0
869,Non-Metallic Mineral Products,Medium,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
870,Non-Metallic Mineral Products,Small,No,Yes,The establishment does not have an internet connection,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
871,Non-Metallic Mineral Products,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
873,Non-Metallic Mineral Products,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
874,Non-Metallic Mineral Products,Medium,No,No,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
876,Non-Metallic Mineral Products,Large,No,No,No,No,Moderate obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
877,Non-Metallic Mineral Products,Medium,Yes,Yes,The establishment does not have an internet connection,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
879,Non-Metallic Mineral Products,Medium,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
880,Non-Metallic Mineral Products,Medium,Yes,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
882,Other Manufacturing,Medium,No,Yes,No,No,Very severe obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
888,Other Manufacturing,Small,Yes,No,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
889,Other Manufacturing,Medium,Yes,No,No,No,No obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
